,Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Es_Turbo,Cilindrada,Antiguedad_Anios
1394,15994,2676.6,20,513,4,0,5,125000,4.0,1,0,4,0,1,6,0,2.4,21
1395,14269,586.0,55,1116,3,0,2,233562,4.0,0,1,4,0,12,8,0,1.8,14
1396,3763,640.0,15,725,9,1,2,320554,4.0,0,1,4,0,14,0,0,2.0,13
1397,3000,1451.83,58,790,3,0,5,217000,4.0,1,1,4,0,2,2,0,1.4,27
1398,31581,777.0,22,808,7,1,1,96893,4.0,0,1,4,0,12,4,0,2.5,12
1399,23207,582.23,55,1116,3,0,2,72000,4.0,0,1,4,0,14,12,0,1.8,13
1400,6500,1522.27,34,307,9,0,5,230000,4.0,1,2,4,0,11,2,0,1.8,30
1404,9095,3513.63,4,90,9,0,5,55556665,6.0,1,2,4,0,12,6,0,2.8,24
1405,16935,1481.0,4,1477,4,1,5,81658,6.0,0,0,4,0,14,12,0,3.0,9
1406,3136,259.0,7,1448,3,1,2,112123,4.0,0,1,4,0,12,12,0,1.4,12
1407,15681,1811.0,30,776,4,1,5,275240,8.0,0,0,4,0,12,0,0,4.6,16
1408,20636,640.0,22,1389,4,1,1,64259,4.0,0,1,4,0,7,4,0,2.0,13
1409,25402,751.0,27,1306,4,0,5,208077,4.0,0,1,4,0,12,7,0,2.4,13
1410,19914,891.0,22,1286,9,1,4,410884,4.0,0,1,4,0,14,4,0,2.0,10
1411,21953,891.0,22,631,9,1,5,17600,4.0,2,1,4,0,1,6,0,2.0,10
1412,18817,1888.0,34,1328,6,0,1,0,6.0,2,2,4,0,14,6,1,3.0,19
1413,10976,872.49,55,1444,9,0,5,83000,4.0,0,1,4,1,12,4,0,1.3,19
1414,16621,1172.0,34,587,9,1,1,119379,6.0,0,0,4,0,12,12,0,3.5,15
1415,14740,586.0,22,617,9,1,5,87000,4.0,0,1,4,0,12,8,0,1.8,14
1416,17876,1528.0,55,430,9,0,4,167421,4.0,0,1,4,0,12,6,0,2.4,19
1418,11604,2018.24,39,1463,4,0,5,135000,4.0,0,0,4,0,5,2,0,2.0,24
1419,10036,1497.4,40,264,3,0,5,147000,4.0,1,1,4,0,12,4,0,1.6,25
1420,10506,649.0,20,685,3,0,5,164800,4.0,0,1,4,0,12,8,0,1.5,16
1421,9346,761.0,55,1116,3,1,2,226000,4.0,0,1,4,0,2,8,0,1.8,16
1422,7213,1172.0,55,1272,9,1,5,210538,6.0,0,1,4,0,14,12,0,3.5,15
1423,40092,730.0,51,239,4,1,1,82658,4.0,0,1,4,0,2,4,0,1.6,10
1424,25089,915.0,7,446,4,1,5,103000,6.0,0,0,4,0,12,6,0,3.0,12
1425,5331,4731.71,4,86,9,1,5,300000,6.0,1,2,4,0,1,9,0,2.5,31
1426,5645,1211.0,4,96,1,1,5,178000,6.0,2,2,2,0,1,6,1,3.0,16
1427,14113,650.0,7,527,9,0,5,79000,4.0,2,1,4,0,14,12,1,1.4,10
1428,51526,1017.0,22,1259,4,1,1,119986,4.0,0,1,4,0,2,4,0,2.0,9
1429,22266,583.22,55,1116,3,0,2,59000,4.0,3,1,4,0,1,12,0,1.8,14
1430,9095,475.0,7,1448,9,1,6,107169,4.0,0,1,4,0,1,8,0,1.4,14
1431,627,1308.0,4,1497,4,1,5,0,8.0,0,0,4,0,14,12,0,4.4,14
1432,862,447.0,20,854,3,1,2,143597,4.0,0,1,4,0,12,0,0,1.3,13
1433,941,1055.0,30,1203,4,1,2,361603,6.0,0,1,4,0,1,12,0,3.5,13
1434,5331,1288.0,7,446,4,1,1,50412,4.0,0,1,4,0,14,4,0,2.0,19
1435,6272,1673.53,20,471,3,0,5,272000,4.0,1,1,2,0,11,2,0,1.5,31
1436,9656,308.0,20,667,3,1,2,152203,4.0,0,1,4,0,12,4,0,1.5,11
1438,4547,1527.0,40,1405,9,0,0,0,4.0,1,1,4,0,2,2,0,1.8,30
1439,1568,1493.0,34,587,9,1,1,77205,6.0,0,2,4,0,7,12,0,3.5,10
1441,1700,1368.68,44,911,10,0,5,10000,4.0,1,1,4,0,2,2,0,1.6,30
1442,941,1053.0,34,587,9,1,5,99562,6.0,0,0,4,0,1,12,0,3.5,12
1443,5209,419.0,39,979,3,1,5,86146,4.0,0,1,4,0,1,4,0,1.2,13
1444,14113,761.0,55,1116,9,0,2,277000,4.0,0,1,4,0,14,10,0,1.8,16
1445,12544,749.0,22,1286,9,1,5,89000,4.0,2,1,4,0,14,0,0,2.4,12
1446,12231,862.0,55,425,9,0,2,123345,4.0,2,1,4,0,7,12,0,2.5,15
1447,549,1058.0,55,821,4,1,2,0,6.0,0,0,4,0,7,12,0,3.5,14
1448,70562,915.0,4,1480,4,1,5,196000,6.0,2,0,4,0,1,12,1,3.0,12
1449,14113,2877.01,55,862,7,0,4,177000,4.0,0,1,4,1,12,4,0,2.4,22
1450,20789,836.0,22,1259,4,1,1,208130,4.0,0,1,4,0,12,4,0,2.0,16
1451,10349,1273.0,0,1345,9,1,5,70562,6.0,0,0,4,0,14,12,0,3.5,11
1452,14113,687.0,36,491,1,0,5,101000,4.0,1,1,2,0,14,8,1,1.6,16
1453,5175,2003.44,20,513,4,0,0,240000,4.0,0,1,4,1,4,4,0,2.0,30
1454,1254,585.0,22,617,3,1,5,93650,4.0,0,1,4,0,2,12,0,1.8,13
1455,549,528.0,15,694,9,1,5,126715,4.0,0,1,4,0,14,12,0,1.6,12
1456,18503,779.0,55,425,9,0,2,220000,4.0,3,1,4,0,14,10,0,2.5,13
1457,26657,919.0,34,958,4,1,1,271701,6.0,0,0,4,0,14,12,0,3.0,14
1458,20500,779.0,55,425,9,1,5,152000,4.0,2,1,4,0,1,8,0,2.5,13
1459,52059,1363.0,30,776,4,1,5,229334,8.0,0,0,4,0,1,0,0,4.6,14
1460,19281,986.0,26,485,4,1,5,140000,4.0,0,1,4,0,6,4,0,2.4,16
1461,627,1356.0,30,907,9,1,5,208267,8.0,0,2,4,0,12,12,0,4.6,12
1462,18503,586.0,55,1116,3,0,2,160000,4.0,3,1,4,0,7,16,0,1.8,14
1463,3136,765.0,33,1023,9,1,5,82654,4.0,0,2,4,0,7,12,0,2.0,11
1464,32412,777.0,22,808,7,1,1,131957,4.0,0,1,4,0,14,4,0,2.5,12
1465,16621,629.0,22,617,9,1,5,135378,4.0,0,1,4,0,14,4,0,1.6,11
1466,22577,1586.8,58,516,2,0,1,228000,4.0,1,2,4,0,14,2,1,2.5,19
1467,42692,730.0,51,239,4,1,5,36000,4.0,0,1,4,0,2,4,0,1.6,10
1468,25716,586.0,55,1145,3,0,6,75000,12.0,0,1,4,0,12,10,0,1.8,14
1470,9095,2736.0,11,1354,9,1,5,55765,8.0,0,2,4,0,14,12,0,5.7,9
1471,3450,481.0,4,5,9,1,2,0,4.0,0,2,4,0,1,12,0,2.0,9
1472,7213,1024.0,55,1174,4,1,5,108456,4.0,0,0,4,0,12,12,0,2.5,16
1473,11604,639.0,22,1286,9,1,4,312690,4.0,0,1,4,0,12,4,0,2.0,12
1475,2979,1079.0,22,617,9,1,5,63195,4.0,0,1,4,0,1,12,0,2.0,8
1476,15681,1103.0,27,416,9,1,5,53772,4.0,0,1,4,0,12,4,0,3.0,11
1477,12544,557.0,15,694,3,1,5,72000,4.0,0,1,4,0,1,0,0,1.7,13
1478,52853,891.0,22,1259,4,1,1,89454,4.0,0,1,4,0,1,4,0,2.0,10
1479,18189,779.0,55,425,9,1,5,90000,4.0,2,1,4,0,7,12,0,2.5,13
1480,33556,2195.0,4,1477,4,1,5,85000,6.0,2,0,4,0,1,5,0,4.8,17
1481,9408,5440.14,34,583,9,1,0,230000,6.0,0,2,4,0,1,6,0,3.2,28
1482,20385,642.0,22,1287,9,1,5,203200,4.0,2,1,4,0,1,8,1,2.0,14
1483,34635,1077.0,20,471,9,1,5,2927,4.0,0,1,4,0,7,4,0,2.0,7
1484,17942,640.0,7,1056,4,1,1,143743,4.0,0,1,4,0,14,4,0,2.0,13
1485,12074,585.0,22,617,9,0,5,80699,4.0,0,1,4,0,1,0,0,1.8,13
1486,14269,761.0,55,1116,3,0,2,208000,4.0,0,1,4,0,2,8,0,1.8,16
1487,78403,831.0,29,543,4,0,1,60000,4.0,1,0,2,0,14,0,1,2.4,15
1488,19757,781.0,58,866,9,1,5,120800,5.0,2,1,4,0,12,6,0,2.5,14
1490,52687,1520.37,26,1459,4,0,5,103000,6.0,1,0,4,0,1,8,0,3.8,16
1491,706,1055.0,34,958,4,1,5,127416,6.0,0,0,4,0,14,12,0,3.5,13
1492,8781,1310.2,20,667,3,1,5,170000,4.0,3,1,4,1,0,6,0,1.5,21
1493,7056,481.0,15,725,9,1,2,112862,4.0,0,1,4,0,2,12,0,2.0,9
1494,41578,730.0,51,239,4,1,1,92888,4.0,0,1,4,0,1,4,0,1.6,10
1495,10036,1024.0,22,808,7,1,1,60517,4.0,0,1,4,0,15,4,0,2.5,16
1496,10663,765.0,22,1286,9,1,4,333804,4.0,0,1,4,0,12,4,0,2.0,11
1497,12256,761.0,7,910,9,1,5,176682,4.0,0,1,4,0,1,4,0,1.8,16
1498,8000,1214.27,37,477,3,0,5,169969,4.0,0,1,4,1,12,2,1,1.5,20
1500,11604,636.93,15,698,9,1,5,1000,4.0,2,1,4,0,14,6,0,2.0,13
1501,14000,2114.34,12,465,1,0,5,0,8.0,1,0,2,0,1,8,0,5.7,16
1502,40076,891.0,22,1259,4,1,1,150415,4.0,0,1,4,0,14,4,0,2.0,10
1503,7840,843.0,55,1124,3,0,5,180000,4.0,3,1,5,0,2,8,0,1.5,18
1505,17249,473.0,7,523,9,1,5,147718,4.0,0,1,4,0,14,12,1,1.4,12
1506,21639,1488.8,34,577,9,1,1,284500,6.0,2,2,4,0,12,12,1,2.8,18
1507,7683,810.0,22,617,9,1,5,121840,4.0,0,1,4,0,2,12,0,1.8,10
1508,13178,687.0,22,617,9,1,5,86660,4.0,0,1,4,0,12,4,0,1.6,16
1509,81539,1935.0,30,776,4,1,5,155976,8.0,0,0,4,0,14,0,0,4.6,10
1510,49550,1615.56,34,759,4,1,5,105000,8.0,2,0,4,0,14,12,0,5.5,14
1511,549,1190.0,55,1348,9,1,5,238203,6.0,0,0,4,0,7,12,0,4.0,12
1512,11133,394.0,55,425,9,1,2,179381,4.0,0,1,4,0,1,12,0,2.5,12
1513,1882,442.0,55,1116,9,1,2,47672,4.0,0,1,4,0,14,12,0,1.8,9
1514,10976,878.0,34,307,9,0,5,214500,4.0,1,2,4,0,1,4,0,1.8,17
1515,34572,697.0,20,471,9,1,5,67190,4.0,0,1,4,0,14,4,0,1.8,11
1516,23521,639.0,4,72,9,1,5,59000,4.0,2,2,4,0,1,12,1,2.0,12
1517,17249,749.0,22,1286,9,1,5,111111,6.0,2,1,4,0,14,6,0,2.4,12
1518,4200,2696.99,34,307,9,0,5,307651,4.0,1,2,4,1,2,6,0,2.0,25
1519,28225,934.0,55,1174,4,1,5,73931,4.0,0,1,4,0,12,0,0,2.5,11
1520,3607,781.0,55,425,9,1,2,156518,4.0,0,1,4,0,14,12,0,2.5,14
1521,18033,585.0,22,1295,9,0,5,88600,4.0,0,1,4,0,14,6,0,1.8,13
1523,10672,640.0,7,1056,4,1,1,71338,4.0,0,1,4,0,12,4,0,2.0,13
1524,43905,1918.71,34,756,4,1,5,160000,6.0,0,0,4,0,1,6,0,4.4,17
1525,9408,1121.65,34,292,9,0,5,142000,4.0,2,1,4,1,12,8,0,1.7,19
1526,18660,723.0,27,463,9,1,1,29420,4.0,0,1,4,0,12,4,0,1.6,10
1527,549,585.0,55,1116,9,1,2,298248,4.0,0,1,4,0,14,12,0,1.8,13
1528,18817,583.0,36,507,3,1,5,123984,4.0,0,1,4,0,6,8,0,1.6,15
1530,6899,2522.33,52,926,9,0,5,101000,4.0,2,0,4,1,12,6,1,2.0,22
1531,1960,1172.0,15,614,4,1,5,193013,6.0,0,0,4,0,14,12,0,3.5,15
1532,20005,707.0,51,1188,4,1,1,200241,4.0,0,1,4,0,1,4,0,2.0,15
1533,11290,988.0,55,1116,3,1,2,297600,4.0,0,1,4,0,13,6,0,1.5,19
1534,13799,639.0,22,1286,9,1,4,185302,4.0,0,1,4,0,14,4,0,2.0,12
1535,2979,530.0,22,1412,9,1,5,185570,4.0,0,1,4,0,1,12,0,1.6,13
1536,4861,1058.0,34,587,9,1,1,128202,6.0,0,2,4,0,1,12,0,3.5,14
1537,58172,784.0,20,471,3,1,5,26166,4.0,0,1,4,0,1,4,0,1.5,9
1538,7840,2577.32,8,1069,9,1,4,110000,4.0,2,1,4,0,0,4,0,2.0,23
1539,53154,891.0,22,1259,4,1,1,80737,4.0,0,1,4,0,2,4,0,2.0,10
1540,6272,1909.43,40,265,9,0,5,100000,4.0,1,1,4,0,2,3,0,1.6,27
1541,31581,915.0,22,808,7,1,1,114142,4.0,0,1,4,0,12,4,0,3.0,12
1542,42337,966.47,15,1369,6,0,1,56000,4.0,1,2,4,0,14,4,1,2.2,10
1544,9252,765.0,22,1286,9,1,4,546691,4.0,0,1,4,0,8,4,0,2.0,11
1545,8467,1111.0,20,667,3,0,2,60000,4.0,3,1,4,1,1,4,0,1.3,14
1546,12388,1399.0,34,587,9,1,1,189530,6.0,0,0,4,0,1,12,0,3.5,16
1547,627,585.0,55,1116,3,1,2,247651,4.0,0,1,4,0,11,12,0,1.8,13
1548,45734,1091.0,22,808,10,1,1,61057,4.0,0,1,4,0,1,4,0,2.5,10
1549,19757,831.0,22,1300,9,1,2,179200,4.0,2,1,4,0,7,6,0,2.4,15
1550,11299,639.0,22,1286,9,1,4,54546,4.0,0,1,4,0,12,4,0,2.0,12
1551,862,1249.0,52,707,4,1,5,74562,4.0,0,0,4,0,7,0,0,2.5,9
1552,1725,1292.0,34,397,9,1,5,49968,6.0,0,0,4,0,14,12,0,3.0,10
1553,10976,1984.54,34,561,9,1,1,280000,4.0,2,2,4,0,2,5,1,2.2,23
1555,1568,831.0,7,642,4,1,5,80000,4.0,0,1,4,0,14,12,0,2.4,15
1556,11177,502.0,55,253,3,1,5,133682,4.0,0,1,4,0,14,4,0,1.5,13
1557,81225,1235.3350833333334,4,1477,4,1,5,59200,6.0,2,0,4,0,1,12,1,3.5,11
1558,23138,836.0,22,1259,4,1,1,188083,4.0,0,1,4,0,1,4,0,2.0,16
1559,10976,1867.29,55,1116,3,0,2,259000,4.0,3,1,4,0,14,2,0,1.5,21
1561,19757,781.0,58,866,9,1,5,120640,5.0,2,1,4,0,12,6,0,2.5,14
1562,81539,1935.0,30,776,4,1,5,155976,8.0,0,0,4,0,14,0,0,4.6,10
1564,14113,308.0,55,1116,4,1,2,339710,4.0,0,1,4,0,14,12,0,1.8,12
1565,5959,1438.0,40,481,2,0,1,235000,4.0,1,2,2,0,2,2,0,1.7,23
1566,25089,781.0,55,1174,4,0,5,83500,4.0,0,0,4,0,4,4,0,2.5,14
1567,16308,585.0,22,617,9,0,5,50545,4.0,2,1,4,0,7,8,0,1.8,13
1568,6429,1282.0,7,446,4,1,1,76198,4.0,0,1,4,0,12,4,0,2.0,19
1569,12544,639.0,15,698,9,0,5,81000,4.0,0,1,4,0,7,0,0,2.0,12
1570,549,1172.0,30,607,9,1,5,229736,6.0,0,1,4,0,7,12,0,3.5,15
1571,7840,4508.0,4,80,10,0,5,183000,4.0,2,2,4,1,1,6,0,1.9,25
1572,4800,3175.6,3,223,9,1,5,0,6.0,0,0,4,0,12,0,1,2.7,24
1573,87497,1275.98,27,1311,4,1,5,0,4.0,2,0,4,0,7,6,0,2.4,7
1574,862,1024.0,15,645,4,1,2,174926,4.0,0,1,4,0,7,0,0,2.5,16
1576,16599,531.0,22,617,9,1,5,125581,4.0,0,1,4,0,12,4,0,1.6,14
1577,15367,562.0,14,119,1,0,5,19000,4.0,1,1,4,0,7,10,0,1.4,11
1578,11604,1955.89,34,310,9,0,1,299000,4.0,2,2,4,0,12,0,0,2.2,23
1579,23207,836.0,55,1174,4,1,5,167300,4.0,3,0,5,0,2,8,0,2.0,16
1580,42651,1408.0,34,1330,7,0,1,200000,4.0,1,2,4,0,12,2,1,2.2,19
1581,8781,1318.26,55,863,3,0,5,117000,4.0,0,0,4,1,11,4,0,1.5,24
1582,64463,880.0,22,1286,9,1,5,5187,4.0,0,1,4,0,7,4,0,1.6,8
1584,18503,761.0,55,1116,9,0,5,162000,4.0,0,1,4,0,7,12,0,1.8,16
1585,1333,289.0,15,645,4,1,2,349288,4.0,0,1,4,0,2,0,0,0.4,18
1586,35736,777.0,22,808,7,1,1,110483,4.0,0,1,4,0,15,4,0,2.5,12
1587,25638,501.0,55,253,3,1,5,35000,4.0,0,1,4,0,8,4,0,1.5,12
1588,7213,3635.4,34,390,1,1,5,115000,8.0,2,2,2,0,12,4,0,4.3,27
1589,15681,782.74,55,1116,3,0,5,0,4.0,0,1,4,0,7,8,0,1.8,16
1590,5331,1411.06,40,264,2,0,0,0,4.0,1,1,4,0,14,2,0,1.6,29
1591,11917,753.0,22,806,9,1,5,113824,4.0,0,1,4,0,1,4,0,2.4,14
1592,8154,1172.0,30,841,9,1,5,259066,6.0,0,0,4,0,12,12,0,3.5,15
1593,7527,1925.47,40,1403,2,0,1,156000,4.0,0,0,4,0,2,2,1,2.2,22
1594,18826,528.0,22,617,9,1,1,111232,4.0,0,1,4,0,14,4,0,1.6,12
1595,3293,645.0,30,403,3,1,2,224267,4.0,0,1,4,0,12,0,0,1.8,15
1596,24462,738.0,7,523,9,1,5,70400,4.0,0,1,4,0,1,0,1,1.4,9
1598,7840,2122.48,39,1353,9,0,5,145000,6.0,0,1,4,1,2,4,0,2.3,23
1599,15053,645.0,55,1116,3,0,2,14900,4.0,0,1,4,0,12,10,0,1.8,15
1600,17562,697.0,20,472,1,0,5,58190,4.0,0,1,2,0,1,6,0,1.8,11
1601,40889,697.0,20,471,9,1,5,29000,4.0,0,1,4,0,1,4,0,1.8,11
1602,11133,1277.0,22,1259,9,1,5,56150,4.0,0,1,2,0,2,12,0,2.4,8
1604,17000,584.0,39,723,9,0,5,48000,4.0,0,1,4,0,7,4,0,1.8,12
1605,18503,730.0,22,617,9,1,4,29864,4.0,0,1,4,0,12,4,0,1.6,10
1606,7683,1090.0,7,446,4,1,1,67233,4.0,0,1,4,0,1,4,0,2.0,18
1607,862,394.0,55,425,9,1,2,130478,4.0,0,1,4,0,14,12,0,2.5,12
1611,15053,862.0,15,725,9,1,2,154000,4.0,0,1,4,0,14,10,0,2.5,15
1612,51746,1620.0,34,1432,7,0,1,32000,4.0,1,2,4,0,14,4,0,2.2,20
1613,37633,640.0,31,947,9,1,2,82817,4.0,3,1,4,0,14,12,0,2.0,13
1614,18817,1018.0,4,148,9,1,5,107000,6.0,2,2,4,0,2,10,0,3.0,15
1615,39559,765.0,22,1389,4,1,1,89423,4.0,0,1,4,0,7,4,0,2.0,11
1616,35046,639.0,22,1389,4,1,1,117856,4.0,0,1,4,0,12,4,0,2.0,12
1617,13172,707.0,22,1259,4,1,1,72366,4.0,0,1,4,0,14,4,0,2.0,15
1618,1568,2018.0,55,1394,4,1,5,128000,8.0,0,0,4,0,14,12,0,5.7,11
1619,11290,497.5733333333334,20,667,3,0,5,120000,4.0,3,1,4,1,7,4,0,1.5,13
1620,627,473.0,7,523,9,1,5,201974,4.0,0,1,4,0,14,12,0,1.4,12
1621,21953,836.0,22,1259,4,1,1,174000,4.0,0,1,4,0,12,4,0,2.0,16
1623,26613,639.0,7,975,9,1,5,121800,4.0,0,1,4,0,14,4,0,2.0,12
1624,34889,831.0,20,471,1,1,5,16125,4.0,0,1,4,0,1,4,0,1.5,8
1625,40142,1811.0,30,777,4,1,5,357246,8.0,0,0,4,0,7,0,0,4.6,16
1626,96915,1076.0,22,1259,4,1,5,21,4.0,0,1,4,0,7,4,0,2.0,6
1627,2195,645.0,22,617,4,1,5,308501,4.0,0,1,4,0,2,12,0,1.8,15
1628,14113,473.0,7,536,9,0,5,82000,4.0,0,1,4,0,4,6,1,1.4,12
1629,5331,584.0,7,523,4,1,5,45680,4.0,0,1,4,0,3,4,0,1.8,12
1630,627,585.0,55,1116,3,1,2,0,4.0,0,1,4,0,12,12,0,1.8,13
1631,43278,527.75,36,508,3,1,5,53440,4.0,2,1,4,0,2,12,1,1.6,12
1632,9408,2068.28,55,861,7,0,5,200000,4.0,0,0,4,1,14,4,0,2.4,24
1633,15681,583.0,22,1412,3,0,5,115200,4.0,2,1,2,0,8,12,0,1.6,15
1634,8947,790.0,7,910,9,1,1,38254,4.0,0,1,4,0,7,4,0,1.6,17
1635,8467,1178.18,39,1362,3,1,5,139000,4.0,3,1,4,1,1,6,0,1.5,20
1636,16621,761.0,55,1116,9,0,5,174000,8.0,0,1,4,0,14,10,0,1.8,16
1637,18817,683.7560000000001,22,617,9,0,5,56000,4.0,2,1,4,0,2,10,0,1.8,11
1639,3450,1682.46,52,926,9,0,0,200000,4.0,0,0,4,1,1,2,0,2.0,26
1640,12858,645.0,55,1116,3,0,2,116000,4.0,3,1,4,0,7,12,0,1.8,15
1641,2509,1017.0,34,762,4,1,5,44477,4.0,0,1,4,0,2,0,0,2.0,9
1642,10406,687.0,22,617,9,1,5,100963,4.0,0,1,4,0,12,4,0,1.6,16
1643,9095,473.0,7,523,9,0,5,52000,4.0,0,1,4,0,14,8,0,1.4,12
1644,7840,2937.81,34,376,1,1,5,259000,4.0,2,2,2,1,12,4,1,2.0,25
1645,9593,447.0,20,667,10,1,2,112405,4.0,0,1,4,0,1,4,0,1.3,13
1646,12388,1399.0,34,587,9,1,1,189530,6.0,0,0,4,0,1,12,0,3.5,16
1648,17562,557.33,55,1124,3,0,5,192000,4.0,0,1,4,0,14,4,0,1.5,14
1649,9722,1268.0,55,253,3,0,2,125000,4.0,0,1,4,1,12,2,0,1.5,14
1650,627,586.0,30,403,3,1,2,192683,4.0,0,1,4,0,14,0,0,1.8,14
1652,7840,1150.24,53,1338,3,0,5,19000,4.0,0,0,4,1,12,4,0,1.5,20
1654,12600,988.0,55,1116,3,1,2,170000,4.0,0,1,4,0,12,6,0,1.5,19
1655,4861,333.0,15,725,9,1,2,124493,4.0,0,1,4,0,14,0,0,2.0,12
1656,42601,784.0,55,253,3,1,5,17247,4.0,0,1,4,0,1,4,0,1.5,9
1657,49864,891.0,4,148,9,1,5,32000,4.0,2,2,4,0,1,12,1,2.0,10
1658,17942,530.0,22,617,9,1,5,196448,4.0,0,1,4,0,1,4,0,1.6,13
1659,23408,707.0,22,1259,4,1,1,176635,4.0,0,1,4,0,14,4,0,2.0,15
1660,18817,891.0,22,1286,9,1,4,287140,4.0,0,1,4,0,14,4,0,2.0,10
1662,69935,1646.0,30,777,4,1,5,273493,8.0,0,0,4,0,12,0,0,4.6,11
1663,20385,2006.24,34,1315,6,0,1,245000,4.0,1,2,2,0,14,2,1,2.2,21
1664,15063,1024.0,22,808,7,1,1,52717,4.0,0,1,4,0,1,4,0,2.5,16
1665,627,586.0,55,1116,3,1,2,435560,4.0,0,1,4,0,14,12,0,1.8,14
1666,24462,468.3,7,1452,3,1,6,90000,4.0,3,1,4,0,4,8,0,1.4,12
1667,13485,586.0,55,1116,3,1,2,0,4.0,0,1,4,0,14,8,0,1.8,14
1668,627,1750.0,55,821,4,1,2,277405,6.0,0,0,4,0,7,12,0,3.3,18
1669,13877,531.0,22,234,9,1,1,213131,4.0,0,1,4,0,7,4,0,1.6,14
1670,29793,1850.0,30,1197,4,1,0,73000,6.0,0,0,4,0,12,10,0,3.5,18
1671,1176,934.0,33,3,9,1,5,142800,4.0,0,1,4,0,7,12,0,2.5,11
1672,59464,971.0,51,1188,4,1,1,43877,4.0,0,1,4,0,3,4,0,2.2,10
1673,56136,1017.0,34,581,9,1,5,50963,4.0,0,2,4,0,1,12,0,2.0,9
1674,46728,1811.0,30,776,4,1,5,260771,8.0,0,0,4,0,1,0,0,4.6,16
1675,37633,1408.0,34,1427,7,1,1,145784,4.0,1,2,4,0,1,10,1,2.2,19
1676,27284,986.0,30,816,9,1,2,169000,4.0,0,1,4,0,1,10,0,2.4,16
1678,21953,308.0,30,407,3,1,2,192000,4.0,3,1,4,0,7,8,0,1.8,12
1679,16741,640.0,22,1286,9,1,5,149289,4.0,0,1,4,0,14,4,0,2.0,13
1680,13485,584.0,7,523,9,0,5,87000,4.0,2,1,4,0,14,12,0,1.8,12
1681,2700,2304.72,15,1013,3,0,5,135000,4.0,1,1,4,0,11,2,0,1.8,31
1682,22248,836.0,22,1259,4,1,1,184554,4.0,0,1,4,0,12,4,0,2.0,16
1683,5645,1419.75,4,66,9,0,5,300000,4.0,1,2,4,0,11,2,0,1.6,30
1684,5645,1436.0,5,462,9,1,5,158662,6.0,0,1,4,0,1,12,0,3.6,16
1685,2509,574.0,20,854,3,1,2,210758,4.0,0,1,4,0,12,0,0,1.3,16
1686,23521,1347.0,37,904,8,0,1,320582,1.0,1,0,4,0,12,0,0,2.5,18
1687,21492,1185.0,22,808,7,1,1,51273,4.0,0,1,4,0,8,4,0,2.5,17
1688,16308,474.0,7,523,3,1,5,140000,4.0,2,1,4,0,5,12,1,1.4,13
1689,3136,3301.0,26,468,4,1,5,4512,8.0,1,0,4,0,1,11,0,4.0,34
1693,11917,765.0,15,701,3,0,5,85985,4.0,2,1,4,0,12,12,0,2.0,11
1694,11604,966.0,33,990,9,0,5,181894,4.0,2,1,4,0,7,4,0,2.0,17
1695,24148,639.96,15,725,9,1,2,70000,4.0,0,1,4,0,14,0,0,2.0,13
1697,18503,761.0,55,1116,9,0,5,162000,4.0,0,1,4,0,7,12,0,1.8,16
1698,8781,1312.4,20,667,3,0,5,172000,4.0,0,1,4,1,7,2,0,1.5,22
1699,10349,765.0,22,1286,9,1,4,53341,4.0,0,1,4,0,12,4,0,2.0,11
1700,12231,2056.0,52,1057,4,1,5,110000,4.0,0,0,4,1,1,10,0,2.5,14
1701,549,289.0,15,645,4,1,2,451117,4.0,0,1,4,0,1,0,0,0.4,18
1702,41281,880.0,51,239,4,1,5,52349,4.0,0,1,4,0,14,4,0,1.6,8
1703,10515,639.0,22,1286,9,1,4,60850,4.0,0,1,4,0,12,4,0,2.0,12
1704,51432,2957.02,30,777,4,1,5,150000,8.0,0,0,4,0,0,12,0,4.7,19
1705,13485,915.0,4,157,9,1,1,98368,6.0,0,0,4,0,14,12,0,3.0,12
1706,16308,1114.3075,20,667,9,0,2,128000,4.0,0,1,4,1,12,2,0,1.5,13
1707,29094,730.0,22,617,9,1,5,54500,4.0,0,1,4,0,2,4,0,1.6,10
1708,28225,1017.0,22,1389,4,0,5,25000,6.0,0,0,4,0,1,11,0,2.0,9
1709,30734,690.54,20,471,9,0,5,66200,4.0,0,1,4,0,7,12,1,1.5,10
1710,1500,2363.49,40,1040,2,0,5,700000,1.0,1,2,4,0,6,0,0,2.0,31
1711,27284,3741.21,34,603,9,1,4,134000,8.0,2,2,4,0,1,8,0,5.5,20
1712,5331,1439.48,20,471,9,0,5,242000,4.0,3,1,4,1,12,2,0,1.7,23
1714,4391,308.0,55,1116,3,1,2,151923,4.0,0,1,4,0,14,12,0,1.8,12
1715,30906,691.0,20,667,3,1,5,68000,4.0,0,1,4,0,14,4,0,1.3,9
1716,18826,707.0,51,239,4,1,1,181000,4.0,0,1,4,0,12,4,0,2.0,15
1717,28357,777.0,22,808,7,1,1,151780,4.0,0,1,4,0,12,4,0,2.5,12
1718,15100,687.0,22,617,9,1,5,98578,4.0,0,1,4,0,12,4,0,1.6,16
1719,6899,1878.73,52,928,10,0,0,169000,4.0,2,0,4,1,12,4,1,2.0,24
1720,549,1017.0,22,617,9,1,5,83845,4.0,0,1,4,0,1,12,0,2.0,9
